mention_id,source_id,source_type,source_ref_id,line_number,mention_type,entity_type,entity_hint,matched_text,context,confidence,notes
note:note-n3b4b0b6ed3c8-line-00005,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,5,event,event,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30試合結果,マウンテン・ヒーローズNo.30試合結果,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00009,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,9,event,event,マウンテン・ヒーローズNo.30,マウンテン・ヒーローズNo.30試合結果,マウンテン・ヒーローズNo.30試合結果,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00010,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,10,result,bout,,☆ライト級タイトルマッチ,☆ライト級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00011,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,11,result,bout,,○ランダーデビル【25勝5敗】防衛②,○ランダーデビル【25勝5敗】防衛②,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00019,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,19,result,bout,,（1R2分05秒KO 膝蹴り）,（1R2分05秒KO 膝蹴り）,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00024,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,24,result,bout,,（1R1分53秒TKO パウンド→タオル投入）,（1R1分53秒TKO パウンド→タオル投入）,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00029,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,29,result,bout,,（1R1分47秒KO 左ストレート）,（1R1分47秒KO 左ストレート）,medium,Auto-extracted from source document text.
note:note-n3b4b0b6ed3c8-line-00034,note:note-n3b4b0b6ed3c8,note_article,note-n3b4b0b6ed3c8,34,result,bout,,（3R終了判定 2-1）,（3R終了判定 2-1）,medium,Auto-extracted from source document text.
note:note-n3f97c679c3d2-line-00001,note:note-n3f97c679c3d2,note_article,note-n3f97c679c3d2,1,matchup,bout,エンペラーNo.116,エンペラーNo.116対戦カード｜アラカク通信のーと,エンペラーNo.116対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n3f97c679c3d2-line-00005,note:note-n3f97c679c3d2,note_article,note-n3f97c679c3d2,5,matchup,bout,エンペラーNo.116,エンペラーNo.116対戦カード,エンペラーNo.116対戦カード,medium,Auto-extracted from source document text.
note:note-n3f97c679c3d2-line-00009,note:note-n3f97c679c3d2,note_article,note-n3f97c679c3d2,9,event,event,エンペラーNo.116,エンペラーNo.116,エンペラーNo.116,medium,Auto-extracted from source document text.
note:note-n3ff7523758ca-line-00014,note:note-n3ff7523758ca,note_article,note-n3ff7523758ca,14,result,bout,,（2R1分52秒KO 左フック→パウンド）,（2R1分52秒KO 左フック→パウンド）,medium,Auto-extracted from source document text.
note:note-n3ffa4b05eb45-line-00001,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,1,event,event,ターゲットNo.97,ターゲットNo.97 試合結果｜アラカク通信のーと,ターゲットNo.97 試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n3ffa4b05eb45-line-00005,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,5,event,event,ターゲットNo.97,ターゲットNo.97 試合結果,ターゲットNo.97 試合結果,medium,Auto-extracted from source document text.
note:note-n3ffa4b05eb45-line-00009,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,9,event,event,ターゲットNo.97,ターゲットNo.97 試合結果,ターゲットNo.97 試合結果,medium,Auto-extracted from source document text.
note:note-n3ffa4b05eb45-line-00014,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,14,result,bout,,（1R3分05秒KO ミドルキック）,（1R3分05秒KO ミドルキック）,medium,Auto-extracted from source document text.
note:note-n3ffa4b05eb45-line-00034,note:note-n3ffa4b05eb45,note_article,note-n3ffa4b05eb45,34,result,bout,,（1R2分59秒KO 左フック）,（1R2分59秒KO 左フック）,medium,Auto-extracted from source document text.
note:note-n40043569e548-line-00001,note:note-n40043569e548,note_article,note-n40043569e548,1,matchup,bout,マウンテン・ヒーローズNo.38,マウンテン・ヒーローズNo.38対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.38対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n40043569e548-line-00005,note:note-n40043569e548,note_article,note-n40043569e548,5,matchup,bout,マウンテン・ヒーローズNo.38,マウンテン・ヒーローズNo.38対戦カード,マウンテン・ヒーローズNo.38対戦カード,medium,Auto-extracted from source document text.
note:note-n40043569e548-line-00009,note:note-n40043569e548,note_article,note-n40043569e548,9,matchup,bout,マウンテン・ヒーローズNo.38,マウンテン・ヒーローズNo.38対戦カード,マウンテン・ヒーローズNo.38対戦カード,medium,Auto-extracted from source document text.
note:note-n40043569e548-line-00010,note:note-n40043569e548,note_article,note-n40043569e548,10,result,bout,,☆M・Hミドル級タイトルマッチ,☆M・Hミドル級タイトルマッチ,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00001,note:note-n41003b8328ca,note_article,note-n41003b8328ca,1,event,event,MAXバウト,第5回MAXバウトミドル級ＧＰ一回戦Bグループ｜アラカク通信のーと,第5回MAXバウトミドル級ＧＰ一回戦Bグループ｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00005,note:note-n41003b8328ca,note_article,note-n41003b8328ca,5,event,event,MAXバウト,第5回MAXバウトミドル級ＧＰ一回戦Bグループ,第5回MAXバウトミドル級ＧＰ一回戦Bグループ,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00009,note:note-n41003b8328ca,note_article,note-n41003b8328ca,9,event,event,MAXバウト,第5回MAXバウトミドル級ＧＰ,第5回MAXバウトミドル級ＧＰ,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00014,note:note-n41003b8328ca,note_article,note-n41003b8328ca,14,result,bout,,⑨タイトル⑩戦いたい相手,⑨タイトル⑩戦いたい相手,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00021,note:note-n41003b8328ca,note_article,note-n41003b8328ca,21,event,event,MAXバウト,第2回、第3回MAXバウトミドル級トーナメント優勝,第2回、第3回MAXバウトミドル級トーナメント優勝,medium,Auto-extracted from source document text.
note:note-n41003b8328ca-line-00073,note:note-n41003b8328ca,note_article,note-n41003b8328ca,73,event,event,MAXバウト,⑨MAXバウトヘビー級総当たりマッチ優勝,⑨MAXバウトヘビー級総当たりマッチ優勝,medium,Auto-extracted from source document text.
note:note-n4523b9139a53-line-00001,note:note-n4523b9139a53,note_article,note-n4523b9139a53,1,event,event,エンペラーNo.120,エンペラーNo.120試合結果｜アラカク通信のーと,エンペラーNo.120試合結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n4523b9139a53-line-00005,note:note-n4523b9139a53,note_article,note-n4523b9139a53,5,event,event,エンペラーNo.120,エンペラーNo.120試合結果,エンペラーNo.120試合結果,medium,Auto-extracted from source document text.
note:note-n4523b9139a53-line-00009,note:note-n4523b9139a53,note_article,note-n4523b9139a53,9,event,event,エンペラーNo.120,エンペラーNo.120,エンペラーNo.120,medium,Auto-extracted from source document text.
note:note-n4523b9139a53-line-00014,note:note-n4523b9139a53,note_article,note-n4523b9139a53,14,result,bout,,（1R3分24秒KO パウンド）,（1R3分24秒KO パウンド）,medium,Auto-extracted from source document text.
note:note-n4523b9139a53-line-00029,note:note-n4523b9139a53,note_article,note-n4523b9139a53,29,result,bout,,（2R3分00秒KO ハイキック）,（2R3分00秒KO ハイキック）,medium,Auto-extracted from source document text.
note:note-n4673c4012f34-line-00001,note:note-n4673c4012f34,note_article,note-n4673c4012f34,1,matchup,bout,エンペラーNo.113,エンペラーNo.113対戦カード｜アラカク通信のーと,エンペラーNo.113対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n4673c4012f34-line-00005,note:note-n4673c4012f34,note_article,note-n4673c4012f34,5,matchup,bout,エンペラーNo.113,エンペラーNo.113対戦カード,エンペラーNo.113対戦カード,medium,Auto-extracted from source document text.
note:note-n4673c4012f34-line-00009,note:note-n4673c4012f34,note_article,note-n4673c4012f34,9,matchup,bout,エンペラーNo.113,エンペラーNo.113対戦カード,エンペラーNo.113対戦カード,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00001,note:note-n48b479857848,note_article,note-n48b479857848,1,matchup,bout,MAXバウト,第６回MAXバウトライト級トーナメントニ回戦対戦カード｜アラカク通信のーと,第６回MAXバウトライト級トーナメントニ回戦対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00005,note:note-n48b479857848,note_article,note-n48b479857848,5,matchup,bout,MAXバウト,第６回MAXバウトライト級トーナメントニ回戦対戦カード,第６回MAXバウトライト級トーナメントニ回戦対戦カード,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00008,note:note-n48b479857848,note_article,note-n48b479857848,8,matchup,bout,MAXバウト,第６回MAXバウトライト級トーナメント２回戦対戦カード,第６回MAXバウトライト級トーナメント２回戦対戦カード,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00010,note:note-n48b479857848,note_article,note-n48b479857848,10,matchup,bout,,①ランダーデビル ②［デビル軍の絶対的エース］,①ランダーデビル ②［デビル軍の絶対的エース］,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00013,note:note-n48b479857848,note_article,note-n48b479857848,13,event,event,MAXバウト,⑨現M・Hライト級王者、第5回MAXバウトライト級トーナメント優勝,⑨現M・Hライト級王者、第5回MAXバウトライト級トーナメント優勝,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00028,note:note-n48b479857848,note_article,note-n48b479857848,28,event,event,MAXバウト,⑨元エンペラーライト級王者、第1回3回MAXバウトライト級トーナメント優勝、第2回4回MAXバウトライト級トーナメント準優勝,⑨元エンペラーライト級王者、第1回3回MAXバウトライト級トーナメント優勝、第2回4回MAXバウトライト級トーナメント準優勝,medium,Auto-extracted from source document text.
note:note-n48b479857848-line-00052,note:note-n48b479857848,note_article,note-n48b479857848,52,result,bout,,⑨タイトル,⑨タイトル,medium,Auto-extracted from source document text.
note:note-n4b5b6cc0c6ec-line-00001,note:note-n4b5b6cc0c6ec,note_article,note-n4b5b6cc0c6ec,1,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント決勝結果｜アラカク通信のーと,第６回 MAXバウトライト級トーナメント決勝結果｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n4b5b6cc0c6ec-line-00005,note:note-n4b5b6cc0c6ec,note_article,note-n4b5b6cc0c6ec,5,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント決勝結果,第６回 MAXバウトライト級トーナメント決勝結果,medium,Auto-extracted from source document text.
note:note-n4b5b6cc0c6ec-line-00009,note:note-n4b5b6cc0c6ec,note_article,note-n4b5b6cc0c6ec,9,event,event,MAXバウト,第６回 MAXバウトライト級トーナメント決勝結果,第６回 MAXバウトライト級トーナメント決勝結果,medium,Auto-extracted from source document text.
note:note-n4b5b6cc0c6ec-line-00014,note:note-n4b5b6cc0c6ec,note_article,note-n4b5b6cc0c6ec,14,result,bout,,（2R1分14秒KO 左フック→パウンド）,（2R1分14秒KO 左フック→パウンド）,medium,Auto-extracted from source document text.
note:note-n4e293a00d981-line-00001,note:note-n4e293a00d981,note_article,note-n4e293a00d981,1,matchup,bout,マウンテン・ヒーローズNo.31,マウンテン・ヒーローズNo.31対戦カード｜アラカク通信のーと,マウンテン・ヒーローズNo.31対戦カード｜アラカク通信のーと,medium,Auto-extracted from source document text.
note:note-n4e293a00d981-line-00005,note:note-n4e293a00d981,note_article,note-n4e293a00d981,5,matchup,bout,マウンテン・ヒーローズNo.31,マウンテン・ヒーローズNo.31対戦カード,マウンテン・ヒーローズNo.31対戦カード,medium,Auto-extracted from source document text.
